Row Labels,Ward/Project Number,Project Name,SubProject Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
,WAT906977-52,ISLAND W.T.P. R&R ,CONDITION ASSESSMENT & REHAB OF RAW WATER WETWELL ,100,0,0,0,0,0,0,0,0,0
,WAS000160-43,ASHBRIDGES BAY TREATMENT PLANT - III,BIOSOLIDS IMPRVS & STUDIES -2014 SC,-5,0,0,0,0,0,0,0,0,0
,WAS906958-60,SEWER SYSTEM REHABILITATION,Group 2 & 3 Sewage P.S. Upgrades -2014 SC,-7,2,0,0,0,0,0,0,0,0
,WAS000259-34,TRUNK SEWER SYSTEM,KEELE TRUNK SEWER PROPERTY ACQUISTION -2014 SC,500,500,0,0,0,0,0,0,0,0
,WAS906742-52,HUMBER TP YR2005,HEADHOUSE UPGRADES Phase 1 - 2014 SC,42,2,0,0,0,0,0,0,0,0
,AMB906057-7,Radio Infrastructure for Portable Coverage ,Dispatch Console Replacement,0,0,0,"1,500",0,0,0,0,0,0
,FIR906851-2,Replacement of HUSAR Equipment,Replacement of HUSAR Equipment -2014,50,0,0,0,0,0,0,0,0,0
,TTC000421-3,Subway Car Purchases,Subway Car Purchases -  SOGR,"2,225","2,213","2,143",0,0,0,0,0,0,0
,CLK907368-18,Information Management Infrastructure,Open Information S3 - Change in CF,35,0,-150,50,165,35,0,0,0,0
,ITP907747-26,Corporate Initiatives,Emergency Operations Centre Software,220,0,0,0,0,0,0,0,0,0
,ITP906881-100,Application Systems,Enterprise Mobility Platform,900,"1,900","1,900","1,900",0,0,0,0,0,0
,WFT906728-43,Toronto Waterfront Revitalization Initiative,Waterfront Toronto Corporate Costs 14 Adj,-12,0,0,0,0,0,0,0,0,0
,ECT907934-1,Commercial Facade Improvement Program-2014,Commercial Facade Improvement -2014,256,300,0,0,0,0,0,0,0,0
,TRN906079-7,LED Signal Module Conversion ,Led Signal Module Conversion 2014 & Future,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
,FAC906399-35,Emergency,Various Locations-Emergency Capital Repairs,0,0,0,0,0,0,0,0,0,"1,395"
,FAC906394-351,Structural/Building Envelope,Var Loc-Various Struct. SOGR Projects,0,0,0,0,0,0,0,0,0,"3,500"
,WAT906934-52,DIST WATER SERVICE REPAIR,2014 WATER SERVICE REPLACEMENT - SOGR,"3,000","5,000",0,0,0,0,0,0,0,0
,TTC000920-6,Other Service Planning,Other Service Planning - SOGR,240,0,0,0,0,0,0,0,0,0
,FLT000479-19,Purchasing & Materials Mgmt- Fleet Replacement,Vehicle/Equipment Purchase - 2017,0,0,0,145,0,0,0,0,0,0
,FLT000479-25,Purchasing & Materials Mgmt- Fleet Replacement,Vehicle/Equipment Purchase - 2023,0,0,0,0,0,0,0,0,0,50
,ERP907661-11,Renewable Energy Program,Solar PV - MicroFIT - Future Years,0,0,500,500,500,500,500,500,500,500
,TRN000183-27,Cycling Infrastructure,Additional Off Road Bike Trails - 2014 & Future,750,750,750,0,0,0,0,0,0,0
,TRN036   -12,Traffic Control - RESCU,ITS Initiative - RESCU,"1,400",500,0,0,0,0,0,0,0,0
,WAT906906-63,TRUNK WATERMAIN EXPANSION,JOS WM SCAR PS TO ST CLAIR&MIDLAND -ENG -2014 SC,120,192,168,192,0,0,0,0,0,0
,WAT906902-70,HARRIS W.T.P. R&R ,FILTER MEDIA REPLACEMENT PH2,0,0,0,0,150,0,150,0,150,0
,WAT000018-26,CLARK RESIDUE MGMT. FACILITIES,RESIDUALS RETROFITS & UPGRADES -2014 SC,-180,355,0,0,0,0,0,0,0,0
,WAT907946-8,BUSINESS IT PROJECTS,BUSINESS INTELLIGENCE INITIATIVES - 2014 SC,-150,280,0,0,0,0,0,0,0,0
,WAT907946-1,BUSINESS IT PROJECTS,BUSINESS INTELLIGENCE INITIATIVES,150,0,0,0,0,0,0,0,0,0
,WAT906902-67,HARRIS W.T.P. R&R ,TRAVELLING SCREEN REPLACEMENT -2014 SC,320,0,0,0,0,0,0,0,0,0
,WAT906483-45,PW ENGINEERING,JOS UPDATE - 2014 SC,10,0,0,0,0,0,0,0,0,0
,WAS907097-46,ASHBRIDGES BAY WWTP - BUILDING SERVICES & SITE DEV,CITY IMPROVEMENTS RE: TH COGEN -2014 SC,-870,-400,"-1,200",300,"1,200",950,50,0,0,0
,WAS906380-15,HIGHLAND CREEK WWTP - ODOUR CONTROL,ODOUR CONTROL UPGRADES PHASE 1 CONST -2014 SC,"-15,760","-5,000","-5,000","6,000","15,000","10,000",0,0,0,0
,WAS906960-33,STREAM RESTORATION & EROSION CONTROL,STREAM RESTORATION-CRITICAL LOCATIONS -2014 SC,0,500,0,0,0,0,0,0,0,0
,WAS906492-53,WET WEATHER FLOW MP ,WWFMP - PUBLIC EDUCATION -2014 SC,-3,15,15,0,0,0,0,0,0,0
,WAS906743-49,ASHRIDGES BAY TP YR2005,M & T Retrofit -2014 SC,-10,753,0,0,0,0,0,0,0,0
,SOL907919-6,SWM IT Application Initiatives,SWMS Information Model - 2014,46.5,79.5,0,0,0,0,0,0,0,0
,HOM907348-14,SPECIALTY SYSTEMS  ,2014 H&S SECURITY SAFETY EQUIPMENT,896,0,0,0,0,0,0,0,0,0
,EXH907012-2,NATIONAL SOCCER STADIUM (BMO FIELD),Equipment Upgrades - POS & AV Booths,60,0,0,0,0,0,0,0,0,0
,EXH907588-14,GENERAL SERVICES BUILDING,Combined Passenger/Freight Elevator,0,275,0,0,0,0,0,0,0,0
,EXH00007 -76,COLISEUM COMPLEX,Air Curtain (Industry Building),50,0,0,0,0,0,0,0,0,0
,CLK907368-17,Information Management Infrastructure,Forms Management ( Part of EDRMS) - Change in CF,38,300,0,0,0,0,0,0,0,0
,FLT907602-6,Information & Technology - Fleet Replacement,Vehicle/Equipment Purchase - 2022,0,0,0,0,0,0,0,0,30,0
,ERP907661-10,Renewable Energy Program,GeoExchange - 2013,235,145,0,0,0,0,0,0,0,0
,TCS906629-8,POA Application Development,POA Video conferencing for Interpreters,140,0,0,0,0,0,0,0,0,0
,LIB907948-1,Automated Sorter Replacement Program,Automated Sorter Replacement Program,0,0,0,0,0,0,0,0,0,292
,ACH000010-75,Cultural Infrastructure Development,Public Art Development-Competitions,55,0,0,0,0,0,0,0,0,0
,TRN906072-12,Salt Management Program , Salt Management Program 2014 & Future,"1,025",0,0,0,0,0,0,0,0,0
,WAT907946-2,BUSINESS IT PROJECTS,BACKFLOW INSPECTION PORTAL,250,200,0,0,0,0,0,0,0,0
,WAT907946-6,BUSINESS IT PROJECTS,EDOCS -2014 SC,100,0,0,0,0,0,0,0,0,0
,WAT906977-57,ISLAND W.T.P. R&R , ISLAND SBS CONVERSION - 2014 SC,6,0,0,0,0,0,0,0,0,0
,WAT906749-37,DOWNTOWN W/M ENHANCEMENT,JOS - GERRARD ST WM - CONSTRUCTION -2014 SC,"-3,330",527,"6,747",0,0,0,0,0,0,0
,WASWP050 -124,EQUIPMENT REPLACEMENT & REHABILITATION,ABTP - DIG. TANKS #1-8 MODS. -2014 SC,-10,0,0,0,0,0,0,0,0,0
,WAS906994-12,HIGHLAND CREEK WWTP - SOLIDS & GAS HANDLING,HCTP - BIOSOLIDS IMPLEMENTATION - ENG -2014 SC,59,246,157,181,181,121,-4,0,-2,0
,WAS907105-25,HUMBER WWTP - O&M UPGRADES,LIQUID STREAM UPGRADES -2014 SC,1,20,0,0,0,0,0,0,0,0
,WASWP003 -12,EMERY CREEK POND,EMERY CREEK POND -2014 SC,184,50,11,0,0,0,0,0,0,0
,FIR908013-1, SPECIALAZED TRUCKS & EQUIPMENT,SPECIALAZED TRUCKS & EQUIPMENT,"2,470",780,0,0,0,0,0,0,0,0
,SHL906659-13,Capital Repairs/Replacememt - Leased Bldgs,Capital Repairs/Replacement 2014,125,0,0,0,0,0,0,0,0,0
,EXH000525-71,DIRECT ENERGY CENTRE (formerly NTC),Retrofit Salons & Interior Equipment for 102 & 106,0,0,150,150,0,0,0,0,0,0
,ZOO11    -16,Grounds and Visitor Improvements,Grounds and Visitors (2014),300,0,0,0,0,0,0,0,0,0
,FLT000492-24,Fleet Replacement - Insurance Contingency,Insurance Contingency - 2023,0,0,0,0,0,0,0,0,0,150
,FAC906397-297,Renovations,Var Loc-Various Renovations SOGR Projects,0,0,0,0,0,0,0,0,0,"3,000"
,WAT000014-47,WATER STORAGE EXPANSION,Milliken PS and Reservoir - Engineering - 2014 SC,0,0,0,0,0,0,0,0,0,0
,WAT906977-55,ISLAND W.T.P. R&R ,FILTER MEDIA REPLC - 2014 SC,0,-150,0,-150,0,-150,0,0,-150,0
,WAS906982-71,HUMBER WWTP UPGRADES,BUILDING UPGRADE ENGINEERING - 2014 SC,218,0,0,0,0,0,0,0,0,0
,WAS907101-19,ASHBRIDGES BAY WWTP - O&M UPGRADES,Process & Equip Upgrades -2014 SC,23,69,0,0,0,0,0,0,0,0
,WAS906487-19,HIGHLAND CREEK T.P. - IV YR2004,PCS PLANT SERVICES -2014 SC,14,1,0,0,0,0,0,0,0,0
,ZOO000177-14,Information Systems,Information Systems (2014),250,0,0,0,0,0,0,0,0,0
,FLT906863-18,Facilities Mgmt & Real Estate - Fleet Replacement,Vehicle/Equipment Purchase - 2023,0,0,0,0,0,0,0,0,0,497
,ERP907354-4,Sustainable Energy Plan - Various,Future Year Community Based Green Energy Projects,0,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
,LIB907955-5,Multi-Branch Renovation 2016-2023,Site Work,0,0,125,100,0,0,0,150,50,95
,LIB906417-2,Multibranch Renovation Program 2014-2016,Interior Renovation,200,0,0,0,0,0,0,0,0,0
,TRN907323-4,Six Points Interchange Redevelopment,Six Points Interchange Redevelopment 2014,"2,500",0,0,0,0,0,0,0,0,0
,WAT906935-16,NEW SERVICE CONNECTIONS,NEW SERVICE CONNECTIONS - CUT REPAIRS -2014 SC,0,"3,500",0,0,0,0,0,0,0,0
,WAT906483-44,PW ENGINEERING,WATERMAIN ASSET PLANNING -2014 SC,181,95,345,270,120,0,0,0,0,0
,WAS000160-19,ASHBRIDGES BAY TREATMENT PLANT - III,BIOSOLIDS IMPRVS & STUDIES,165,0,0,0,0,0,0,0,0,0
,WAS906960-31,STREAM RESTORATION & EROSION CONTROL,HIGHLAND CREEK STREAM RESTORATION -2014 SC,40,"1,000",0,0,0,0,0,0,0,0
,EXH000525-72,DIRECT ENERGY CENTRE (formerly NTC),Floor Ports Rebuilding ,0,100,100,100,100,100,0,0,0,0
,FLT000489-25,Zoo-Fleet Replacement,Vehicle/Equipment Purchase - 2023,0,0,0,0,0,0,0,0,0,350
,PKS000024-237,Environmental Initiatives,City Wide Environmental Initiatives - FY2014,"2,350",0,0,0,0,0,0,0,0,0
,TRN000183-28,Cycling Infrastructure,Bike Share Expansion,50,0,0,0,0,0,0,0,0,0
,WAT907946-4,BUSINESS IT PROJECTS,EDOCS,50,0,0,0,0,0,0,0,0,0
,WAT906900-32,TRANSMISSION R&R,ELLESMERE P.S. UPGRADE -2014 SC,0,3,61,0,0,0,0,0,0,0
,WAT906918-8,WATER SUSTAINABILITY PROGRAM,WATER SUSTAINABILITY PROGRAM -2014 SC,12,167,264,243,0,0,0,0,0,0
,WAS906486-43,ASHBRIDGES BAY T.P. - III YR2004,PCS-PLANT SRVS -2014 SC,-170,"1,170",20,30,0,0,0,0,0,0
,WAS906492-52,WET WEATHER FLOW MP ,SWM INA-EA -2014 SC,-74,-19,-36,12,12,0,0,0,0,0
,EXH906136-31,Green Energy Initiatives ,District Energy System,"2,000",0,0,0,0,0,0,0,0,0
,EXH260   -76,"PARKS, PARKING LOTS AND ROADS","Sidewalks, Pathways, Roads & Lots",50,0,0,0,0,0,0,0,0,0
,ITP906881-107,Application Systems,Ent Geospatial Aerial Photography Pgm 2014 ,200,200,200,200,0,0,0,0,0,0
,ITP906882-121,Corporate Planning & Management,IT Risk Mgmt Framework - 2014 Scope Change,252,220,660,660,660,660,0,0,0,0
,URB906386-40,DEVELOPMENT CHARGE FUNDED STUDIES,Additional Avenue/Area Studies,250,250,250,250,250,250,250,250,250,250
,TRN907939-1,Allen Road Individual EA,Allen Road Individual EA,"1,250","1,250",0,0,0,0,0,0,0,0
,TRN907617-2,Traffic Sign Structure Replacement,Traffic Sign Structure Replacement 2014 Future,200,200,200,0,0,0,0,0,0,0
,WAS907100-30,ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING,PELLETIZER TRUCK LOADING FACILITY UPGRADE -2014 SC,-930,"1,000",0,0,0,0,0,0,0,0
,WAS907099-55,ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING,Primary and Secondary Tanks Rehab -2014 SC,141,89,8,0,0,0,0,0,-143,0
,WAS906958-63,SEWER SYSTEM REHABILITATION,SPS SCADA UPGRADES - ENGINEERING -2014 SC,49,48,1,1,0,0,0,0,0,0
,WAS906960-32,STREAM RESTORATION & EROSION CONTROL,STREAM RESTORATION -2014 SC,45,-146,432,201,25,13,13,25,13,13
,WAS906926-86,OPERATIONAL SUPPORT,RENOVATION - MERTON STREET - 2014 SC,0,3,0,0,0,0,0,0,0,0
,EXH360   -92,OTHER BUILDINGS,Fire Hall Tower Clock Replacement,0,50,0,0,0,0,0,0,0,0
,EXH290   -50,QUEEN ELIZABETH BUILDING,Replace AHU for Office Area,0,0,0,500,0,0,0,0,0,0
,CHS907942-2,Service Efficiency Implementation,Service Efficiency Implementation - Deliverables,0,"1,050","1,000",500,0,0,0,0,0,0
,URB906188-7,PLACES - FUTURE YEARS,PLACES - Ongoing,112,0,0,0,0,0,0,0,0,0
,HUM907897-12,Upgrades to Permanent Capital Assets,Electrical - MCC panels/rewiring FY2015-2023,0,128,0,198,80,82,0,172,0,89
,ACH000010-74,Cultural Infrastructure Development,Public Art Development -Pan Am,110,110,0,0,0,0,0,0,0,0
,TRN034   -12,Traffic Plant Requirements/Signal Asset Management,Traffic Plant Req'd/Signal Asse 14-23,"3,584",0,0,0,0,0,0,0,0,0
,WAT906977-56,ISLAND W.T.P. R&R ,VALVE CHAMBER UPGRADES - 2014 SC,-100,0,0,0,0,0,0,0,0,0
,WAT906919-49,RL CLARK W.T.P. R&R,PROCESS EQUIPMENT UPGRADE ENGINEERING -2014 SC,76,38,40,36,2,2,0,0,0,0
,WAS000007-206,ASHBRIDGES BAY WWTP REHAB,STANDBY POWER GENERATION -2014 SC,184,196,-2,1,0,0,0,0,0,0
,FLT000484-26,Transportation-Fleet Replacement,Vehicle/Equipment Purchase - 2023,0,0,0,0,0,0,0,0,0,"3,900"
,PKS000026-169,Special Facilities,Ferry Boat Replacement #1,0,375,"3,000","5,100","2,525",0,0,0,0,0
,PKS000015-71,Land Acquisition,Woodlots and Trail Connections,700,0,0,0,0,0,0,0,0,0
,PKS000017-710,Park Development,Parks Plan FY2015-FY2018,0,"3,500","5,000",0,0,0,0,0,0,0
,TRN907871-1,Traffic Plant Restoration ,Traffic Plant Restoration 2014-2018,"1,300",800,800,0,0,0,0,0,0,0
,WAT906977-53,ISLAND W.T.P. R&R ,FACILITY & PROCESS UPGRADES - FUTURE,0,0,375,375,375,375,375,375,375,375
,WAT906334-58,BUSINESS SYSTEM INFRASTRUCTURE - PW,WTP WS PLC PLATFORM UPGRADE & PCS IMPROV -2014 SC,"1,049","-1,500",-200,760,0,0,0,0,0,0
,WAS000259-36,TRUNK SEWER SYSTEM,TRUNK SEWER REPLACEMENT-FORECAST,0,0,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000"
,WAS906495-21,SEWER ASSET PLANNING,PPD - INFRASTRUCTURE PLANNING STUDIES,150,150,0,0,0,0,0,0,0,0
,AMB907922-1,40 New Defibrillators,40 New Defibrillators,0,320,0,0,0,0,0,0,0,0
,AMB000137-14,Mobile Data Communications,Mobile Data Communications - 2014,575,0,0,0,0,0,0,0,0,0
,AMB908016-1,Power Stretchers,Power Stretchers,150,850,"2,000",0,0,0,0,0,0,0
,SOL907956-3,IT Corporate Initiatives,Web Refresh - 2014,120,0,0,0,0,0,0,0,0,0
,POL908008-1,Electronic Document Management,Electronic Document Management,0,50,450,0,0,0,0,0,0,0
,CLK907372-3,Council Transition System Changes,Council Transition System Changes 2023,0,0,0,0,0,0,0,0,0,800
,FLT907266-16,EDCT - Fleet Replacement,Vehicle/Equipment Purchase - 2023,0,0,0,0,0,0,0,0,0,50
,ITP906882-120,Corporate Planning & Management,eCity Strategic Planning - 2014,500,0,0,0,0,0,0,0,0,0
,ERP907661-12,Renewable Energy Program,GeoExchange - Future Years,0,0,500,500,500,500,500,500,500,500
,LIB906417-4,Multibranch Renovation Program 2014-2016,Structural/Building Envelope,150,0,50,0,0,0,0,0,0,0
,PKS000022-256,Trails & Pathways,Pan Am Games Discovery Walks,200,0,0,0,0,0,0,0,0,0
,WAT906917-9,TRANSMISSION OPERATIONS OPTIMIZER,TRANSMISSION OPERATIONS OPTIMIZER - 2014 SC,112,0,0,0,0,0,0,0,0,0
,WAT906977-50,ISLAND W.T.P. R&R ,AMMONIA AND FLOURIDE SYSTEM UPGRADES ,75,890,"1,285",0,0,0,0,0,0,0
,WAT906903-29,FJ HORGAN W.T.P. R&R,RAW WATER PUMP UPGRADES - 2014 SC,188,-160,0,0,0,0,0,0,0,0
,WAS906973-24,SEWER REPLACEMENT PROGRAM,SEWAGE FORCEMAIN REPLACEMENT,"3,500",0,0,0,0,0,0,0,0,0
,WAS906501-10,YARD & BUILDING RENOVATION,YARD & BUILDING RENOVATION - 2014 SC,-100,0,0,0,0,0,0,0,0,0
,WAS906500-22,NEW SEWER CONSTRUCTION,NEW SEWERS -2014 SC,-44,378,0,0,0,0,0,0,0,0
,EXH00001 -15,PRE-ENGINEERING PROGRAM,Var Bldgs- Study/Investigate/Design/Engineer,150,100,100,125,125,125,125,125,125,150
,EXH350   -103,EQUIPMENT,Replace Fibre Optic Cable Groundswide,0,150,0,0,150,200,0,0,0,200
,URB906188-6,PLACES - FUTURE YEARS,Front Street Improvements at Union Station,600,0,0,0,0,0,0,0,0,0
,TRN035   -12,Advanced Traffic Signal Control,Additonal Funding - 2014-2014,250,350,0,0,0,0,0,0,0,0
,TRN907937-1,Traffic Congestion Management  ,Traffic Congestion Management,"3,000","5,000","5,000","5,000",0,0,0,0,0,0
,WAT906749-36,DOWNTOWN W/M ENHANCEMENT,JOS BATHURST-DUPONT W/M - ENG -2014 SC,-6,0,0,0,0,0,0,0,0,0
,WAT906914-25,SWITCH GEAR TRANSFORMER,ARC FLASH ANALYSIS -2014 SC,62,0,0,0,0,0,0,0,0,0
,WAS906982-64,HUMBER WWTP UPGRADES,NEW SUBSTATION -2014 SC,"-4,971","2,080","3,015",0,0,0,0,0,0,0
,AMB907923-1,Scheduling System Upgrades,Scheduling System Upgrades,75,75,0,0,0,0,0,0,0,0
,ZOO28    -29,Building & Services Refurbishment,Building and Services (2014),500,0,0,0,0,0,0,0,0,0
,CLK907369-3,Information Management SOGR,Access to Information SOGR,0,0,0,150,500,0,0,0,0,0
,FLT907602-5,Information & Technology - Fleet Replacement,Vehicle/Equipment - Purchase - 2014,25,0,0,0,0,0,0,0,0,0
,ITP906883-60,Technology Infrastructure,Configuration Mgmt Database Implementation,440,480,0,0,0,0,0,0,0,0
,ITP906882-111,Corporate Planning & Management,Ent Portfolio & Project Mgmt Upgrade 2020,0,0,0,0,0,0,460,600,400,400
,CHS907230-8, MCCS - State Of Good Repair, MCCS SOGR 2014,125,0,0,0,0,0,0,0,0,0
,URB906901-9,TORONTO ARCHAEOLOGICAL RESOURCES PLAN PHASE II,Future Years Implementation,50,50,50,50,50,50,50,50,50,50
,PKS000014-287,Facility Components,Various Bldgs & Pks-Accessibility Prog. FY2014 ,"3,000",800,0,0,0,0,0,0,0,0
,FAC908014-1,Toronto Strong Neighbourhoods Strategy,Toronto Strong Neighbourhoods - POL Funding,0,"3,000","3,000","3,000","3,000",0,0,0,0,0
,TPA907480-4,Greening Projects at Various CP's,Greening Projects at Various CP's 2014,400,0,0,0,0,0,0,0,0,0
,WAT906932-41,DIST W/M REHABILITATION,WATERMAIN CLEANING &LINING - 2014 SC,-56,0,0,0,0,0,0,0,0,0
,WAS907224-20,SEWAGE PUMPING STATION UPGRADES,SUNNYSIDE AND MARYPORT SPS UPGRADES -2014 SC,"1,024",202,2,0,0,0,0,0,0,0
,WAS906966-17,SWM  TRCA FUNDING,TRCA FUNDING - 2014 SC,320,0,0,0,0,0,0,0,0,0
,WAS000007-210,ASHBRIDGES BAY WWTP REHAB,PROCESS UPGRADES & ODOUR CONTROL ENG -2014 SC,-176,629,293,31,0,0,0,0,0,0
,HOM907347-11,MECHANICAL ,2014 SOGR - PLUMBING INFRASTRUCTURE,500,0,0,0,0,0,0,0,0,0
,SHL906659-12,Capital Repairs/Replacememt - Leased Bldgs,Capital Repairs/Replacement - Lease Buildings,0,100,100,100,100,100,100,100,100,100
,EXH000525-68,DIRECT ENERGY CENTRE (formerly NTC),Replace Damaged Sections of Movable Huffcore Wall,0,185,0,0,0,0,0,0,0,400
,FLT000487-26,Fire-Fleet Replacement,Vehicle/Equipment Purchase - 2023,0,0,0,0,0,0,0,0,0,"7,203"
,ERP907661-14,Renewable Energy Program,Solar PV - FIT Program (Revised) (Reserves),"3,200","1,200",0,0,0,0,0,0,0,0
,TPH907768-3,Healthy Environment Inspection System ,Healthy Environment Inspection System 2014,677,0,0,0,0,0,0,0,0,0
,URB906386-41,DEVELOPMENT CHARGE FUNDED STUDIES,Additional Heritage Conservation District Studies ,500,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
,ECT907743-16,IT Projects,EDC Electronic Service Delivery Phase 2,0,500,500,500,500,500,0,0,0,0
,PKS000014-286,Facility Components,Investigation & Pre-Engineering SI&G FY2014 ,226,0,0,0,0,0,0,0,0,0
,TRN907673-6, Facility Improvements,Facility Improvements - 2014 & Future,"1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500"
,TPA907991-1,Signage Illuminated Various areas,Signage Illuminated Various areas,300,0,0,0,0,0,0,0,0,0
,WAT000363-55,ENGINEERING STUDIES,CORROSION CONTROL -2014 SC,370,85,0,0,0,0,0,0,0,0
,WAS906982-72,HUMBER WWTP UPGRADES,NEW GROUNDSKEEPING BDLG & RAS CONTROL - 2014 SC,-40,350,0,0,0,0,0,0,0,0
,WAS906755-9,WESTERN BEACHES RETROFIT,WESTERN BEACHES RETROFIT -2014 SC,-264,"-1,655","2,145",0,0,0,0,0,0,0
,EXH907938-2,PAN AM 2015,Infrastructure: Technical/Security/Building Paging,"1,500",0,0,0,0,0,0,0,0,0
,SOL000065-106,DIVERSION SYSTEMS,SSO Containers Single-Family 2014 (1st Gen),"1,000",0,0,0,0,0,0,0,0,0
,EXH260   -77,"PARKS, PARKING LOTS AND ROADS",Splash Pad,500,0,0,0,0,0,0,0,0,0
,CLK907133-7,TO Meeting Mgmt Info Sy (TMMIS) for City & Public ,TMMIS Phase 3,140,100,0,0,0,0,0,0,0,0
,FLT906593-20,Arena Boards - Replacement of Ice Resurfacers ,Vehicle/Equipment Purchase - 2023,0,0,0,0,0,0,0,0,0,125
,ITP907747-16,Corporate Initiatives,Workforce Business Intelligence Requirements - HR,250,0,0,0,0,0,0,0,0,0
,CHS907944-1,New Child Care Centre No. 9 ,New Child Care Centre No. 9 ,0,0,0,0,0,0,0,0,0,129
,PKS000015-67,Land Acquisition,Parkland Acquisition - FY2014 ,350,0,0,0,0,0,0,0,0,0
,PKS907800-46,Information Technology,IT-Technology Infrastructure-Refresh FY2015-FY2021,0,138,88,88,88,88,88,88,0,0
,TRN035   -13,Advanced Traffic Signal Control,ATSC - 2014 and Future,840,0,0,0,0,0,0,0,0,0
,TRN906080-10,Pedestrian Safety and Infrastructure Programs,PSIP - 2014 & Future,625,71,72,74,76,78,78,78,78,78
,WAT000014-42,WATER STORAGE EXPANSION,DUFFERIN RES. EXT. DESIGN & CONT ADMIN -2014 SC,-14,5,0,0,0,0,0,0,0,0
,WAS907559-8,DON & WATERFRONT TRUNK CSO,Don & Waterfront Trunk/CSO CONS - BEYOND 2021,0,0,0,0,0,0,0,0,0,"40,000"
,FIR907587-2,Training Simulators Rehabilitation,Training Simulators Rehabilitation-2014,100,0,0,0,0,0,0,0,0,0
,FIR908025-1,Mobile Workstation Network Enhancement  ,Mobile Workstation Network Enhancement  ,500,0,0,0,0,0,0,0,0,0
,EXH260   -60,"PARKS, PARKING LOTS AND ROADS",Washroom Trailers Retrofit,0,0,0,0,0,0,0,0,0,200
,ERP906993-19,Energy Retrofit Projects,ERP - 1652 Keele & Ellesmere Yard,200,610,0,0,0,0,0,0,0,0
,ACH000012-158,Restoration/Preservation of Heritage Elements,Preventive Maintenance -2014,250,0,0,0,0,0,0,0,0,0
,TPA907966-1,Mobile Payment Signage,Mobile Payment Signage,620,0,0,0,0,0,0,0,0,0
,WAS907101-20,ASHBRIDGES BAY WWTP - O&M UPGRADES,MESI UPGRADES -2014 SC,0,"2,500",0,0,0,0,0,0,0,0
,WAS906973-56,SEWER REPLACEMENT PROGRAM,COXWELL TRUNK EMERGENCY REPAIR - 2014 SC,-747,0,0,0,0,0,0,0,0,0
,WAS906981-76,HIGHLAND CREEK WWTP UPGRADES,MECH SYSTEMS UPGRADES - CONSTR -2014 SC,"-1,000","1,031",0,0,0,0,0,0,0,0
,TTC000520-8,Fare Handling Equipment,Fare Handling Equipment - Expansion ,369,0,0,0,0,0,0,0,0,0
,CLK907945-1,Archives Strategic Plan Implementation SOGR,Archives Strategic Plan Implementation SOGR,0,0,0,0,0,0,0,0,400,600
,WES907128-121,BUSINESS SUSTAINMENT SYSTEMS,Zoning By-law System Updates - City Planning,0,150,250,0,0,0,0,0,0,0
,ECT907936-1,BIA Streetscape Improvement Program,Additional BIA Streetscape Improvement Program,0,"1,400","1,600","1,800","2,000","2,000","2,200","2,400","2,400","2,800"
,PKS000019-289,Playgrounds/Waterplay,Play Equipment Program FY2014 ,150,0,0,0,0,0,0,0,0,0
,PKS000017-709,Park Development,Parks Plan FY2014,"2,000",0,0,0,0,0,0,0,0,0
,PKS000017-748,Park Development,Storm Damage July 8th Event,"3,900",0,0,0,0,0,0,0,0,0
,WAT906902-68,HARRIS W.T.P. R&R ,HVAC REHAB - CONSTRUCTION -2014 SC,-264,0,0,250,0,0,0,0,0,0
,WAT906977-51,ISLAND W.T.P. R&R ,CHEMICAL SYSTEMS ELEC FEED DISTRIBUTION,55,465,0,0,0,0,0,0,0,0
,WAS906980-35,ASHBRIDGES BAY T.P. YR2006,DEWATERING EQUIPMENT UPGRADES -2014 SC,"-1,780","1,467","2,216",0,0,0,0,0,0,0
,EXH350   -100,EQUIPMENT,Way-Finding Retrofit,0,0,250,150,175,0,0,0,0,250
,FLT907912-12,Toronto Community Housing Corp.- Fleet Replacement,VEHICLE REPLACEMENT - 2013,-220,0,0,0,0,0,0,0,0,0
,FLT906864-12,Clerks - Fleet Replacement,Vehicle/Equipment Purchase - 2017 ,0,0,0,53,0,0,0,0,0,0
,FLT906672-19,Green Fleet Plan,Green Fleet Plan - 2023,0,0,0,0,0,0,0,0,0,250
,FLT000475-25,Public Health  - Fleet Replacement,Vehicle/Equipment Purchase - 2023,0,0,0,0,0,0,0,0,0,50
,PKS000020-112,Pool,CAMP (SGR) Pool FY2014 ,"4,250",0,0,0,0,0,0,0,0,0
,WAS906982-70,HUMBER WWTP UPGRADES,FLOOD PROTECTION - 2014 SC,0,250,0,0,0,0,0,0,0,0
,WAS906495-23,SEWER ASSET PLANNING,Sewer Asset Planning -2014 SC,-46,678,-434,0,0,0,0,0,0,0
,SHL906660-12,Capital Repairs/Repl : City Operated,Capital Repairs/repl City Operated,0,800,800,800,800,800,800,800,800,800
